Rooms,Bathroom,Landsize,Lattitude,Longtitude,Price_original,y_pred_DT,y_pred_NN,Error_DT,Error_NN
2,1,553,-37.8802,144.9942,525000,2248000,535401888,1723000,534876888
2,1,0,-37.8791,144.9923,750000,835500,98365368,85500,97615368
1,1,0,-37.8857,144.9884,510000,835500,96997528,325500,96487528
1,1,0,-37.8749,144.9842,300000,835500,96993680,535500,96693680
3,2,400,-37.8829,144.9797,1395000,2248000,417437056,853000,416042056
2,1,1966,-37.8725,144.9848,855000,2248000,1652087424,1393000,1651232424
2,1,0,-37.8794,144.9938,790000,835500,98366336,45500,97576336
2,1,0,-37.8839,144.9855,550000,835500,98361744,285500,97811744
1,1,0,-37.8785,144.9885,357000,835500,96996752,478500,96639752
2,1,163,-37.8778,144.9904,1210000,2248000,227182752,1038000,225972752
2,1,0,-37.874,144.9819,825000,835500,98358368,10500,97533368
3,1,257,-37.881,144.9841,1050000,2248000,302833536,1198000,301783536
2,1,0,-37.8831,144.9855,632000,835500,98361664,203500,97729664
1,1,0,-37.8831,144.9918,485000,835500,96999328,350500,96514328
2,1,483,-37.874,144.9835,575000,2248000,480073664,1673000,479498664
2,1,0,-37.8757,144.9853,590000,835500,98360672,245500,97770672
3,2,116,-37.8789,144.9836,1238000,2248000,192994112,1010000,191756112
2,1,0,-37.8831,144.9896,510000,835500,98364176,325500,97854176
4,2,223,-37.882,144.993,1875000,2248000,278928448,373000,277053448
3,1,0,-37.8726,144.9846,780000,835500,99726080,55500,98946080
3,2,75,-37.8843,144.9917,878500,2248000,160597488,1369500,159718988
3,2,737,-37.8839,144.9831,3572000,2248000,683769984,-1324000,680197984
2,1,0,-37.8751,144.987,560000,835500,98361640,275500,97801640
2,1,0,-37.8809,144.9833,765000,835500,98360048,70500,97595048
2,2,0,-37.883,144.9916,670000,835500,99958672,165500,99288672
3,2,246,-37.8861,144.9877,1625000,2248000,295736320,623000,294111320
2,2,0,-37.8744,144.9888,1122000,835500,99955944,-286500,98833944
4,2,560,-37.8822,144.9913,2400000,2248000,545258112,-152000,542858112
2,1,0,-37.8902,144.9907,655000,835500,98365696,180500,97710696
2,1,0,-37.875,144.991,684000,835500,98364088,151500,97680088
2,1,0,-37.8761,144.9821,500000,835500,98358744,335500,97858744
2,1,0,-37.8811,144.9797,680000,835500,98357856,155500,97677856
2,1,0,-37.8715,144.9873,600000,835500,98361400,235500,97761400
1,1,0,-37.8767,144.9849,370000,835500,96994328,465500,96624328
1,1,644,-37.8798,144.994,390000,2248000,605952704,1858000,605562704
2,1,0,-37.8817,144.984,630000,835500,98360560,205500,97730560
2,1,0,-37.8757,144.987,640000,835500,98361712,195500,97721712
2,2,799,-37.8818,144.9918,932000,2248000,731407424,1316000,730475424
2,1,0,-37.8842,144.9829,645000,835500,98360184,190500,97715184
1,1,0,-37.8839,144.9903,347000,835500,96998488,488500,96651488
2,1,0,-37.8725,144.9854,875000,835500,98360352,-39500,97485352
2,1,0,-37.8895,144.9902,582500,835500,98365304,253000,97782804
2,1,0,-37.8831,144.9855,570000,835500,98361664,265500,97791664
4,3,235,-37.8775,144.9808,1875000,2248000,289997280,373000,288122280
1,1,0,-37.8784,144.9864,340000,835500,96995448,495500,96655448
4,3,348,-37.8748,144.9778,2200000,2248000,379298848,48000,377098848
2,1,0,-37.8828,144.9899,687500,835500,98364320,148000,97676820
2,1,0,-37.874,144.9903,730000,835500,98363536,105500,97633536
2,1,0,-37.8809,144.9947,526000,835500,98367056,309500,97841056
3,2,758,-37.8768,144.9845,920000,2248000,700366272,1328000,699446272
3,2,374,-37.8747,144.987,1830000,2248000,396892800,418000,395062800
3,2,684,-37.7585,144.9317,1425000,2248000,641837696,823000,640412696
2,1,263,-37.7418,144.8977,660000,2248000,306139584,1588000,305479584
2,1,0,-37.7575,144.9298,550000,835500,98312608,285500,97762608
3,1,688,-37.7578,144.9317,1295000,2248000,643405568,953000,642110568
2,1,752,-37.7553,144.9302,595000,2248000,692617280,1653000,692022280
3,2,225,-37.7454,144.8987,911000,2248000,279068736,1337000,278157736
4,2,288,-37.7562,144.9286,900000,2248000,330243424,1348000,329343424
2,1,0,-37.7495,144.9205,645000,835500,98305952,190500,97660952
2,1,168,-37.758,144.9311,702500,2248000,231083664,1545500,230381164
3,1,549,-37.7479,144.8931,960000,2248000,533529152,1288000,532569152
4,2,291,-37.7544,144.9325,1670000,2248000,332616512,578000,330946512
3,2,789,-37.7558,144.9073,1100000,2248000,724803840,1148000,723703840
4,2,648,-37.7493,144.9112,1800000,2248000,614739520,448000,612939520
4,3,374,-37.7507,144.8911,1250000,2248000,399778720,998000,398528720
2,1,646,-37.7502,144.8923,1130000,2248000,608821632,1118000,607691632
2,1,0,-37.7569,144.9256,370000,835500,98309952,465500,97939952
3,2,188,-37.7532,144.9178,1467000,2248000,249840352,781000,248373352
5,4,877,-37.7491,144.9002,2800000,2248000,800263936,-552000,797463936
4,3,256,-37.7527,144.8957,1160000,2248000,306526528,1088000,305366528
6,4,860,-37.7484,144.9025,2620000,2248000,788196352,-372000,785576352
3,1,533,-37.7462,144.8953,1226000,2248000,520885568,1022000,519659568
4,2,554,-37.7508,144.8937,1402000,2248000,540440832,846000,539038832
3,1,396,-37.7484,144.8907,855000,2248000,412612000,1393000,411757000
4,2,503,-37.7513,144.8925,1275000,2248000,500134912,973000,498859912
4,3,475,-37.7418,144.8938,1590000,2248000,479599488,658000,478009488
2,1,0,-37.7598,144.9128,606000,835500,98302408,229500,97696408
3,2,619,-37.7543,144.9318,1385000,2248000,590467840,863000,589082840
3,2,160,-37.7403,144.8989,650000,2248000,227698848,1598000,227048848
2,1,0,-37.7545,144.8964,460000,835500,98291696,375500,97831696
3,2,291,-37.7499,144.8927,1000000,2248000,331225312,1248000,330225312
2,1,0,-37.7486,144.9072,520000,835500,98297664,315500,97777664
3,1,190,-37.7418,144.8918,720000,2248000,249810352,1528000,249090352
4,1,638,-37.7523,144.9052,1635000,2248000,605239872,613000,603604872
2,1,0,-37.7504,144.9138,485000,835500,98301928,350500,97816928
5,3,700,-37.7461,144.9173,1575000,2248000,658797888,673000,657222888
1,1,0,-37.7475,144.9194,280000,835500,96938832,555500,96658832
4,2,683,-37.7439,144.9195,1467000,2248000,642404416,781000,640937416
2,1,649,-37.7445,144.9133,890000,2248000,611204864,1358000,610314864
2,1,319,-37.7555,144.9118,870000,2248000,350406624,1378000,349536624
3,1,551,-37.7571,144.9335,1134000,2248000,535135648,1114000,534001648
1,1,0,-37.7547,144.9107,320500,835500,96934312,515000,96613812
2,1,477,-37.7503,144.911,1065000,2248000,475272672,1183000,474207672
4,2,601,-37.7434,144.9256,1610000,2248000,577603648,638000,575993648
2,1,225,-37.7548,144.9113,930000,2248000,276118144,1318000,275188144
2,1,0,-37.7461,144.9058,395000,835500,98296504,440500,97901504
3,1,687,-37.7442,144.9045,1470000,2248000,642596928,778000,641126928
3,1,253,-37.7397,144.898,750000,2248000,299602720,1498000,298852720
2,1,0,-37.7554,144.9127,390000,835500,98301848,445500,97911848
4,2,0,-37.7465,144.91,1170000,835500,102624824,-334500,101454824
4,3,519,-37.7517,144.9086,1600000,2248000,514382880,648000,512782880
4,1,638,-37.7523,144.9052,1535000,2248000,605239872,713000,603704872
2,1,0,-37.7461,144.9079,435000,835500,98297792,400500,97862792
3,2,605,-37.7546,144.9042,1460000,2248000,579386752,788000,577926752
2,1,0,-37.7412,144.8974,736000,835500,98290752,99500,97554752
2,1,0,-37.745,144.915,450000,835500,98302032,385500,97852032
2,1,250,-37.7457,144.9061,740000,2248000,295871328,1508000,295131328
2,1,201,-37.7454,144.928,691000,2248000,257160128,1557000,256469128
4,2,715,-37.7582,144.9128,2355000,2248000,667691520,-107000,665336520
3,2,858,-37.7417,144.8961,1625000,2248000,779325888,623000,777700888
3,1,300,-37.7548,144.9315,1150000,2248000,336769216,1098000,335619216
2,1,0,-37.754,144.9209,360000,835500,98306720,475500,97946720
2,1,170,-37.7475,144.8959,645000,2248000,232641344,1603000,231996344
1,1,0,-37.7523,144.9221,250000,835500,96941056,585500,96691056
3,1,862,-37.7399,144.8964,872000,2248000,780893696,1376000,780021696
2,1,0,-37.7543,144.9066,630000,835500,98297952,205500,97667952
2,1,1011,-37.7556,144.9132,440000,2248000,897294208,1808000,896854208
5,3,657,-37.7548,144.9098,1811000,2248000,624811456,437000,623000456
3,2,440,-37.7524,144.9074,1500000,2248000,448989184,748000,447489184
3,1,618,-37.7442,144.9249,1290000,2248000,588078848,958000,586788848
3,1,0,-37.7566,144.9155,1100000,835500,99669920,-264500,98569920
4,2,411,-37.757,144.9251,1270000,2248000,427448096,978000,426178096
3,2,400,-37.7542,144.9117,1445000,2248000,417380064,803000,415935064
4,1,533,-37.7509,144.8922,1113000,2248000,522250336,1135000,521137336
2,1,0,-37.7482,144.908,370000,835500,98298112,465500,97928112
2,1,0,-37.7428,144.9086,396000,835500,98297848,439500,97901848
2,1,88,-37.7389,144.8998,450000,2248000,167838240,1798000,167388240
5,3,463,-37.7379,144.9022,1360000,2248000,471486848,888000,470126848
2,1,0,-37.7433,144.9074,340000,835500,98297152,495500,97957152
3,2,0,-37.7364,144.8977,765000,835500,101249864,70500,100484864
3,2,189,-37.7374,144.9006,712000,2248000,250618240,1536000,249906240
3,2,327,-37.7723,145.0179,1250000,2248000,359755744,998000,358505744
3,1,309,-37.7828,145.0154,1350000,2248000,343936800,898000,342586800
2,1,537,-37.7689,145.0177,1220000,2248000,522758496,1028000,521538496
4,2,381,-37.7735,145.0192,1160000,2248000,403799040,1088000,402639040
2,1,0,-37.7755,145.0178,505000,835500,98368896,330500,97863896
2,1,0,-37.7845,145.0105,602000,835500,98365448,233500,97763448
3,1,185,-37.7665,145.0175,846000,2248000,245939120,1402000,245093120
2,1,0,-37.7719,145.0195,400000,835500,98369520,435500,97969520
2,1,0,-37.7782,145.0162,445000,835500,98368224,390500,97923224
4,2,490,-37.7749,145.0242,1730000,2248000,489944832,518000,488214832
2,1,1658,-37.7781,145.0157,510000,2248000,1408683392,1738000,1408173392
3,1,553,-37.7728,145.0214,1350000,2248000,536772192,898000,535422192
4,3,575,-37.7671,145.0176,2000000,2248000,558708544,248000,556708544
2,1,140,-37.7697,145.0203,805000,2248000,209011568,1443000,208206568
3,1,382,-37.7696,145.0188,1055000,2248000,401629152,1193000,400574152
2,1,0,-37.7845,145.0105,548000,835500,98365448,287500,97817448
3,1,0,-37.7714,145.0173,1500000,835500,99734304,-664500,98234304
2,1,0,-37.7732,145.0193,600000,835500,98369544,235500,97769544
2,1,0,-37.7682,145.0209,545000,835500,98369952,290500,97824952
3,1,496,-37.7737,145.018,1375000,2248000,491723232,873000,490348232
3,2,0,-37.8029,144.975,1252000,835500,101305256,-416500,100053256
2,1,0,-37.7941,144.9802,810000,835500,98347928,25500,97537928
1,1,87,-37.8019,144.9821,947500,2248000,165739792,1300500,164792292
2,1,0,-37.8006,144.9814,1460000,835500,98349432,-624500,96889432
2,2,0,-37.7953,144.9775,880000,835500,99939688,-44500,99059688
4,4,337,-37.8052,144.9739,3310000,2248000,372188320,-1062000,368878320
3,1,113,-37.7966,144.9821,1250000,2248000,189019344,998000,187769344
4,1,177,-37.7999,144.9759,1950000,2248000,240961264,298000,239011264
1,1,0,-37.7974,144.9799,465000,835500,96981920,370500,96516920
4,2,132,-37.8004,144.9768,1620000,2248000,206991712,628000,205371712
3,2,2782,-37.8005,144.9787,850000,2248000,2299918592,1398000,2299068592
2,1,106,-37.7968,144.9781,1122000,2248000,182118608,1126000,180996608
2,1,157,-37.7941,144.98,1300000,2248000,222424704,948000,221124704
1,1,782,-37.8055,144.9809,420000,2248000,714997120,1828000,714577120
2,1,0,-37.7967,144.9836,715000,835500,98350328,120500,97635328
2,2,64,-37.7956,144.9804,800000,2248000,150520608,1448000,149720608
2,1,0,-37.7953,144.9775,710000,835500,98346408,125500,97636408
2,1,0,-37.8024,144.9835,630000,835500,98350944,205500,97720944
4,3,286,-37.7999,144.9755,4011000,2248000,330290144,-1763000,326279144
2,2,4332,-37.7846,144.9785,700000,2248000,3523513344,1548000,3522813344
2,1,104,-37.7927,144.9796,860000,2248000,180538464,1388000,179678464
2,1,107,-37.7898,144.9794,870000,2248000,182908880,1378000,182038880
4,2,266,-37.7797,144.9861,1450000,2248000,312895040,798000,311445040
1,1,0,-37.7925,144.9786,358500,835500,96980560,477000,96622060
2,2,134,-37.7916,144.9784,770000,2248000,205839840,1478000,205069840
2,1,150,-37.7833,144.9819,1008000,2248000,216892528,1240000,215884528
3,2,112,-37.7912,144.9825,1015000,2248000,189821936,1233000,188806936
3,1,197,-37.7835,144.9816,1371000,2248000,255402608,877000,254031608
3,1,275,-37.7779,144.9862,1286000,2248000,317048096,962000,315762096
3,3,188,-37.7829,144.9788,1600000,2248000,251474672,648000,249874672
4,2,233,-37.7786,144.9818,1950000,2248000,286812384,298000,284862384
4,2,445,-37.786,144.9864,3400000,2248000,454359488,-1152000,450959488
4,2,188,-37.7815,144.9869,1785000,2248000,251252416,463000,249467416
2,1,223,-37.7829,144.9782,1210000,2248000,274582016,1038000,273372016
3,2,104,-37.7813,144.9834,1275000,2248000,183498960,973000,182223960
2,1,136,-37.7819,144.9824,1290000,2248000,205828480,958000,204538480
2,2,0,-37.7761,144.9792,750000,835500,99938480,85500,99188480
2,1,0,-37.7918,144.9824,675000,835500,98349024,160500,97674024
4,3,127,-37.7855,144.9789,1700000,2248000,204633040,548000,202933040
3,2,77,-37.7923,144.9776,1080000,2248000,162158592,1168000,161078592
2,1,487,-37.7737,144.9822,1222500,2248000,483222272,1025500,481999772
2,1,100,-37.788,144.9791,937500,2248000,177376400,1310500,176438900
3,1,203,-37.7834,144.9862,1300000,2248000,260147232,948000,258847232
3,2,127,-37.7851,144.9809,1300000,2248000,201674736,948000,200374736
3,2,202,-37.7835,144.9867,2150000,2248000,260950496,98000,258800496
3,1,193,-37.7836,144.985,1581000,2248000,252243504,667000,250662504
2,1,0,-37.7794,144.989,602000,835500,98351624,233500,97749624
2,1,0,-37.777,144.9838,650000,835500,98348144,185500,97698144
3,2,118,-37.7839,144.9807,1450000,2248000,194561776,798000,193111776
2,1,0,-37.7833,144.9255,365000,835500,98313000,470500,97948000
2,1,0,-37.7833,144.9255,425000,835500,98313000,410500,97888000
2,1,0,-37.7825,144.9239,391000,835500,98311928,444500,97920928
3,1,294,-37.7856,144.9292,1130000,2248000,332029600,1118000,330899600
3,1,272,-37.7857,144.931,1110000,2248000,314644160,1138000,313534160
2,1,136,-37.7839,144.9343,918000,2248000,205799120,1330000,204881120
2,1,140,-37.7867,144.9342,730000,2248000,208960576,1518000,208230576
2,1,225,-37.7849,144.9197,855000,2248000,276126848,1393000,275271848
3,1,212,-37.7818,144.9247,1012000,2248000,267221872,1236000,266209872
2,1,0,-37.7833,144.9255,395000,835500,98313000,440500,97918000
2,2,0,-37.784,144.9356,556000,835500,99912568,279500,99356568
1,1,0,-37.7826,144.9311,345000,835500,96950160,490500,96605160
3,2,179,-37.7857,144.9305,1100000,2248000,242739312,1148000,241639312
1,1,818,-37.788,144.9306,395000,2248000,743414912,1853000,743019912
3,1,244,-37.7823,144.9278,1115000,2248000,292513408,1133000,291398408
2,1,0,-37.783,144.932,420500,835500,98316968,415000,97896468
4,2,319,-37.7943,144.8875,1225000,2248000,354721888,1023000,353496888
3,1,292,-37.797,144.9051,1003000,2248000,330435520,1245000,329432520
3,1,164,-37.7959,144.8863,840000,2248000,229265552,1408000,228425552
3,2,497,-37.7958,144.9024,1362000,2248000,494038272,886000,492676272
4,2,154,-37.7983,144.8911,977000,2248000,224325264,1271000,223348264
1,1,0,-37.7907,144.8924,216000,835500,96927280,619500,96711280
3,2,204,-37.8012,144.8921,876000,2248000,262474976,1372000,261598976
1,1,0,-37.7907,144.8924,227000,835500,96927280,608500,96700280
4,2,250,-37.7959,144.8989,841000,2248000,300198496,1407000,299357496
2,1,2794,-37.8044,144.9064,605000,2248000,2306398720,1643000,2305793720
2,1,47,-37.8014,144.8959,305000,2248000,135440928,1943000,135135928
2,1,556,-37.7919,144.8854,480000,2248000,537695424,1768000,537215424
3,1,361,-37.7913,144.8879,910000,2248000,384954848,1338000,384044848
1,1,665,-37.7978,144.8918,291000,2248000,622476416,1957000,622185416
2,1,215,-37.7922,144.891,752000,2248000,268207088,1496000,267455088
3,1,585,-37.7941,144.8924,1155000,2248000,561984832,1093000,560829832
3,1,0,-37.7962,144.8851,853000,835500,99655856,-17500,98802856
3,1,0,-37.7949,144.9007,480000,835500,99665288,355500,99185288
4,1,277,-37.7901,144.8883,775000,2248000,319936064,1473000,319161064
2,1,0,-37.7891,144.8912,281000,835500,98292568,554500,98011568
4,2,0,-37.7923,144.8848,1300000,835500,102614688,-464500,101314688
3,2,164,-37.7948,144.8868,714000,2248000,230859008,1534000,230145008
2,1,657,-37.7909,144.8884,950000,2248000,617517376,1298000,616567376
3,1,265,-37.7975,144.8894,760000,2248000,309087840,1488000,308327840
2,1,0,-37.8042,144.9049,420000,835500,98302776,415500,97882776
3,1,451,-37.8023,144.8915,932000,2248000,456085248,1316000,455153248
3,1,323,-37.7935,144.8893,780000,2248000,354924608,1468000,354144608
2,1,0,-37.7903,144.891,295000,835500,98292592,540500,97997592
2,1,0,-37.8017,144.8957,433000,835500,98296824,402500,97863824
2,2,65,-37.7881,144.8838,410000,2248000,151250592,1838000,150840592
2,1,184,-37.7988,144.902,1170000,2248000,243715312,1078000,242545312
1,1,0,-37.8006,144.881,375000,835500,96921432,460500,96546432
3,1,246,-37.8012,144.8924,747000,2248000,294074464,1501000,293327464
3,1,242,-37.7956,144.8848,775000,2248000,290907904,1473000,290132904
2,2,0,-37.8025,144.9073,571000,835500,99897328,264500,99326328
1,1,59,-37.7903,144.8899,305000,2248000,143553312,1943000,143248312
3,2,322,-37.7963,144.8862,860500,2248000,355726016,1387500,354865516
2,1,0,-37.7992,144.8961,370000,835500,98296776,465500,97926776
2,1,253,-37.7968,144.8887,711000,2248000,298237504,1537000,297526504
2,1,212,-37.7903,144.8879,690500,2248000,265834000,1557500,265143500
2,1,320,-37.7964,144.8871,747000,2248000,351186496,1501000,350439496
2,1,313,-37.7966,144.9016,858000,2248000,345663360,1390000,344805360
4,2,0,-37.7905,144.8882,699000,835500,102616568,136500,101917568
2,1,222,-37.7962,144.8844,835000,2248000,273735552,1413000,272900552
2,1,132,-37.7946,144.8903,661000,2248000,202612080,1587000,201951080
2,1,258,-37.7959,144.8901,757500,2248000,302189760,1490500,301432260
1,1,1783,-37.7949,144.9007,282000,2248000,1506035840,1966000,1505753840
3,1,125,-37.7922,144.8831,699000,2248000,198441472,1549000,197742472
3,1,190,-37.795,144.883,850000,2248000,249811168,1398000,248961168
2,1,882,-37.7899,144.893,315000,2248000,795337280,1933000,795022280
3,1,211,-37.8059,144.901,740000,2248000,266419840,1508000,265679840
3,2,196,-37.7987,144.9034,980000,2248000,256159264,1268000,255179264
2,1,0,-37.789,144.8932,316000,835500,98293792,519500,97977792
2,1,130,-37.7988,144.9045,760000,2248000,201040720,1488000,200280720
3,2,112,-37.8001,144.8797,735000,2248000,189759696,1513000,189024696
4,2,319,-37.7943,144.8875,1225000,2248000,354721888,1023000,353496888
3,2,458,-37.7942,144.8832,767500,2248000,463204544,1480500,462437044
2,2,0,-37.8006,144.9053,395000,835500,99895880,440500,99500880
4,2,369,-37.7914,144.8957,815000,2248000,394241504,1433000,393426504
3,2,102,-37.7987,144.8807,757000,2248000,181857184,1491000,181100184
4,1,799,-37.7958,144.9001,1450000,2248000,732480000,798000,731030000
2,1,355,-37.7931,144.8938,745000,2248000,378850720,1503000,378105720
2,1,274,-37.7939,144.8846,716000,2248000,314830944,1532000,314114944
3,2,680,-37.854,145.0832,1735000,2248000,638780992,513000,637045992
4,3,856,-37.8628,145.0436,3400000,2248000,780809728,-1152000,777409728
5,3,919,-37.8637,145.0438,3730000,2248000,831965056,-1482000,828235056
4,2,868,-37.8522,145.0893,1800000,2248000,788726912,448000,786926912
4,2,739,-37.8513,145.0601,1998000,2248000,686760320,250000,684762320
2,1,0,-37.8555,145.0889,671000,835500,98422064,164500,97751064
3,2,217,-37.8639,145.0641,1425000,2248000,272862080,823000,271437080
3,1,753,-37.8543,145.0889,1530000,2248000,694883072,718000,693353072
4,4,708,-37.8646,145.0673,1900000,2248000,665453568,348000,663553568
3,2,704,-37.852,145.0942,1360000,2248000,657754688,888000,656394688
5,3,619,-37.8554,145.0611,2175000,2248000,594885056,73000,592710056
4,3,638,-37.8523,145.0726,2325000,2248000,608541248,-77000,606216248
4,2,630,-37.856,145.0691,2538000,2248000,600623872,-290000,598085872
4,3,1258,-37.8552,145.082,2300000,2248000,1098532608,-52000,1096232608
2,1,0,-37.8567,145.0435,550000,835500,98394256,285500,97844256
3,2,704,-37.852,145.0942,1600000,2248000,657754688,648000,656154688
3,2,745,-37.8501,145.059,2115000,2248000,690135104,133000,688020104
3,2,625,-37.8602,145.0925,1700000,2248000,595320960,548000,593620960
4,2,553,-37.8589,145.0413,2077000,2248000,539754048,171000,537677048
4,3,1184,-37.8526,145.0848,2850000,2248000,1040051904,-602000,1037201904
2,1,0,-37.85,145.0461,411000,835500,98395064,424500,97984064
4,2,630,-37.8667,145.0752,2020000,2248000,600628800,228000,598608800
4,2,659,-37.8509,145.0916,2010000,2248000,623555776,238000,621545776
4,3,0,-37.8541,145.0643,2975000,835500,104325712,-2139500,101350712
1,1,63,-37.8552,145.05,452000,2248000,146820688,1796000,146368688
3,1,650,-37.8571,145.0766,1820000,2248000,613475072,428000,611655072
1,1,1097,-37.8576,145.0452,291000,2248000,963986944,1957000,963695944
4,2,652,-37.8479,145.0557,2376000,2248000,618001216,-128000,615625216
3,1,504,-37.8541,145.0544,1456000,2248000,498077440,792000,496621440
1,1,745,-37.8505,145.0459,345000,2248000,685801408,1903000,685456408
5,3,696,-37.8563,145.0709,2000000,2248000,655744192,248000,653744192
2,1,84,-37.8517,145.0796,585000,2248000,164800976,1663000,164215976
4,3,650,-37.8581,145.078,1700000,2248000,618028800,548000,616328800
3,2,328,-37.8529,145.0605,1375000,2248000,360581728,873000,359206728
2,1,334,-37.8577,145.0576,920000,2248000,362362880,1328000,361442880
2,1,1069,-37.8547,145.0457,382000,2248000,943224704,1866000,942842704
2,1,412,-37.8541,145.051,1280000,2248000,424001664,968000,422721664
5,4,802,-37.8627,145.0719,2825000,2248000,741110528,-577000,738285528
3,2,885,-37.8577,145.0421,2825000,2248000,800767424,-577000,797942424
4,3,366,-37.8503,145.0586,1825000,2248000,393571104,423000,391746104
5,3,778,-37.8582,145.0715,3085000,2248000,720549248,-837000,717464248
2,2,718,-37.858,145.0696,1600000,2248000,667438272,648000,665838272
5,3,642,-37.859,145.0656,2352500,2248000,613065088,-104500,610712588
5,4,830,-37.8563,145.072,3860000,2248000,763238272,-1612000,759378272
4,3,840,-37.8538,145.0641,2625000,2248000,768176512,-377000,765551512
4,2,775,-37.8561,145.0934,1950000,2248000,715232128,298000,713282128
3,1,700,-37.8553,145.0711,2200000,2248000,652986432,48000,650786432
3,1,609,-37.8542,145.0733,1751000,2248000,581070464,497000,579319464
4,2,548,-37.8536,145.0547,1857000,2248000,535810272,391000,533953272
2,1,0,-37.8468,145.0515,720000,835500,98398008,115500,97678008
3,1,401,-37.8471,145.051,1500000,2248000,416673760,748000,415173760
4,3,603,-37.8521,145.0657,2725000,2248000,580876480,-477000,578151480
3,1,762,-37.8575,145.0554,2800000,2248000,701975552,-552000,699175552
3,1,685,-37.8538,145.0842,1665000,2248000,641139904,583000,639474904
2,1,0,-37.8555,145.0518,600000,835500,98399224,235500,97799224
3,1,615,-37.8578,145.0919,1420000,2248000,585824128,828000,584404128
5,2,654,-37.8515,145.0922,2410000,2248000,620970880,-162000,618560880
4,2,645,-37.8516,145.061,2100000,2248000,612472768,148000,610372768
4,2,1485,-37.8509,145.0856,2950000,2248000,1276338816,-702000,1273388816
5,2,1339,-37.8649,145.0547,3365000,2248000,1162304128,-1117000,1158939128
3,2,648,-37.8547,145.0771,1931000,2248000,613487808,317000,611556808
2,1,438,-37.8511,145.0428,1250000,2248000,444544000,998000,443294000
5,3,709,-37.8529,145.0806,2400000,2248000,666023616,-152000,663623616
3,1,696,-37.6972,144.9431,610000,2248000,649727872,1638000,649117872
3,1,640,-37.6979,144.9335,610000,2248000,605465280,1638000,604855280
3,1,766,-37.6988,144.9372,806500,2248000,705045312,1441500,704238812
4,2,683,-37.6964,144.9314,550000,2248000,642406144,1698000,641856144
3,1,700,-37.6988,144.9438,822000,2248000,652889728,1426000,652067728
3,2,1029,-37.7115,144.9147,980000,2248000,914474880,1268000,913494880
2,1,164,-37.7072,144.9252,430000,2248000,227912864,1818000,227482864
2,1,164,-37.7082,144.9178,540000,2248000,227908416,1708000,227368416
3,1,640,-37.6986,144.9243,737000,2248000,605459712,1511000,604722712
3,2,224,-37.702,144.9507,460000,2248000,278305344,1788000,277845344
3,2,136,-37.7112,144.9142,545000,2248000,208737680,1703000,208192680
3,1,734,-37.7007,144.9378,670000,2248000,679756416,1578000,679086416
4,1,606,-37.7104,144.9088,702000,2248000,579947584,1546000,579245584
2,1,705,-37.706,144.9245,730000,2248000,655463936,1518000,654733936
3,1,667,-37.7005,144.9185,711500,2248000,626794496,1536500,626082996
5,4,695,-37.7028,144.9377,810000,2248000,656447104,1438000,655637104
2,1,0,-37.711,144.9178,250000,835500,98299760,585500,98049760
3,1,325,-37.7001,144.9291,460000,2248000,356518720,1788000,356058720
3,1,780,-37.7,144.9427,793000,2248000,716113024,1455000,715320024
2,1,0,-37.7071,144.9176,340000,835500,98299184,495500,97959184
3,1,320,-37.6949,144.9122,447500,2248000,352556256,1800500,352108756
3,1,616,-37.7029,144.9053,588000,2248000,586481344,1660000,585893344
3,1,0,-37.7025,144.9504,420000,835500,99685032,415500,99265032
2,1,200,-37.7002,144.9428,410000,2248000,256373632,1838000,255963632
3,1,665,-37.6966,144.9331,525000,2248000,625222400,1723000,624697400
3,1,704,-37.7021,144.9136,703000,2248000,656032704,1545000,655329704
4,2,252,-37.7006,144.9299,608000,2248000,301786944,1640000,301178944
4,3,0,-37.7102,144.9112,607000,835500,104214560,228500,103607560
3,2,780,-37.6955,144.9389,765500,2248000,717703488,1482500,716937988
3,1,187,-37.7098,144.9163,470000,2248000,247450752,1778000,246980752
3,1,650,-37.7002,144.9408,580000,2248000,613372992,1668000,612792992
2,1,253,-37.7117,144.9135,620250,2248000,298242784,1627750,297622534
3,1,796,-37.6955,144.9253,710000,2248000,728746560,1538000,728036560
4,1,630,-37.7002,144.9232,630000,2248000,598922432,1618000,598292432
3,1,541,-37.7051,144.9069,600000,2248000,527210208,1648000,526610208
3,2,212,-37.7073,144.9277,550000,2248000,268808224,1698000,268258224
4,1,586,-37.6975,144.9065,600000,2248000,564138688,1648000,563538688
4,3,693,-37.7111,144.9275,1217500,2248000,651901760,1030500,650684260
3,1,599,-37.7009,144.9291,600000,2248000,573060672,1648000,572460672
3,2,585,-37.6977,144.9071,570000,2248000,563575872,1678000,563005872
3,1,597,-37.7097,144.9351,762700,2248000,571484800,1485300,570722100
2,1,176,-37.7081,144.912,465000,2248000,237388432,1783000,236923432
2,1,668,-37.7067,144.9331,741250,2248000,626228352,1506750,625487102
4,2,977,-37.7063,144.9273,1000000,2248000,874752704,1248000,873752704
4,2,602,-37.7005,144.9258,630000,2248000,578388992,1618000,577758992
3,1,705,-37.6967,144.9116,670000,2248000,656821120,1578000,656151120
2,1,172,-37.7074,144.9086,417000,2248000,234225056,1831000,233808056
3,1,258,-37.7047,144.9087,600000,2248000,303556704,1648000,302956704
3,2,215,-37.6952,144.9256,440000,2248000,271176416,1808000,270736416
